frame;kp_00;kp_01;kp_02;kp_03;kp_04;kp_05;kp_06;kp_07;kp_08;kp_09;kp_10;kp_11;kp_12;kp_13;kp_14;kp_15;kp_16;kp_17;kp_18;kp_19;kp_20;kp_21;kp_22;kp_23
1;0.3307891997304093;-0.2541888997171435;0.5732214484299436;-0.2486201925957866;0.6682085760844214;1.5161649991794162;0.2725129935173716;-0.680290485282564;-2.2537128825046318;-1.7132394783535005;-0.9441183404199571;-1.1828374147035228;-0.23131656856974075;0.755293758310332;0.3990374584665245;0.21226113713989628;-1.696779800054436;-2.5926215881159576;-1.3956676521967293;-0.9226515685733668;-0.7378564666140583;-0.6640064215850382;-0.6405231452665503;-0.9129539318167161
2;0.7558436139857688;0.43589289111952;0.8892636204481879;0.3877337967388772;0.3549400411340706;1.7420358737287742;0.913837740325553;-0.15243546457082;-1.7461777839358814;-2.3273119487043616;-1.3917367540841976;-1.3322356429307736;-0.5872109091380715;0.8033917937400448;0.43906506654491495;0.028829017600947075;-1.6104829614256464;-2.445784497710605;-2.5576723216146497;-1.3644169874823395;-0.9144953318615772;-1.0526513862213127;-0.8849876156015356;-1.281057450923486
3;1.1995562894111655;1.1024385461797255;1.0148681210648796;1.3017076327114545;0.3251498824511056;1.74844653658281;1.467351529197562;0.40080424262473785;-0.9231424604172904;-2.6592755415917395;-1.893700082744445;-1.3646441233814983;-1.0018802830924112;0.6010800042627362;0.30207284251146654;0.07267908824526638;-1.415303911269539;-2.0556058943426976;-3.4786545157848;-2.0182791275188543;-1.2628138359701724;-1.5104781601192292;-1.2978593896270951;-1.350671758224752
4;1.724729676918102;1.6504318441860732;1.2615679116997118;2.111011041725668;0.9315741825238995;1.7036708318459908;2.0670435931871394;0.9544973151345733;0.2945219529212826;-2.0980126800598167;-2.0114097305971956;-1.2816370503061965;-1.2847023689410786;0.18350302856372921;0.43987977247760796;0.3547939088082658;-1.3322458046331203;-1.6398826196755119;-3.5660335292860856;-2.790341987645647;-1.6793660715052727;-1.971628772655768;-1.9479115395871835;-1.3289356269897643
5;2.1529823342306846;2.054811235383141;1.5248505517099245;2.4491561543866363;1.5860441121504283;1.4123028460823077;2.132774770904708;1.528110459427144;1.2814032106568762;-1.1095788771719237;-1.7200019202233037;-1.2205622682879242;-1.3117345827948996;-0.6402550389463956;0.4656078174593184;0.7380018573186465;-0.922788863723871;-1.4199668008563804;-2.880927085528094;-3.195375184190331;-2.2164326195452535;-2.17680076538209;-2.498408960924177;-1.7099869341674598
6;2.2364550382909374;2.264222821387045;1.598060092807281;2.3990957188228994;1.850401380870111;0.8597979114686788;1.663043333012117;1.7786560054693008;1.9068435850809669;-0.12269351336242582;-1.4605515010953156;-1.2450083232968527;-1.354465958052107;-1.2961723910591954;0.3860266722523754;0.8141959909296891;-0.18795322930293656;-1.250237837798344;-1.8604274668757865;-3.0203638606335175;-2.7272290533445105;-2.1589325308890768;-2.640853882030753;-2.2107316132486354
7;2.1024998906946433;2.071306958502622;1.4068374774835521;1.7171230146572238;1.8719193112706112;0.39731252512825693;1.1503829327532396;1.7377915234689258;2.059250134862841;0.8431857850240613;-1.039588409763436;-1.1941060253314733;-1.3259078922967045;-1.5321143454019297;0.16458631649593813;0.4187393140294608;0.5843223068390174;-0.9640560175543696;-0.9605976139636159;-2.367026728778612;-2.9998877284722862;-2.2463913530557287;-2.3139518831220904;-2.3105766352725543
8;1.6448521676879724;1.583460281293465;1.3807098052459652;0.8247063801433908;1.694074872110862;0.3152926165097897;0.7454758617085907;1.2905352441678757;1.8926946211051021;1.6822113285270777;0.015467718184220897;-0.8559077338320278;-0.8875446056282141;-1.4409084353524595;-0.3326524552374401;-0.0972647400802892;1.607993298205094;-0.4707039216515118;-0.5065882823253922;-1.882053396287768;-2.8331328158662386;-2.358677095868192;-1.7304653183154788;-1.9840737229369245
9;0.9494490859809239;0.9499169876160266;1.274723197808162;0.09823657263116192;1.0095082553616441;0.5473809556033078;0.32828194810051864;0.5839225728798553;1.3719119622208755;2.303414363155617;0.8790980727592301;-0.16249753048401636;-0.5696319631985904;-1.192477099623051;-1.0201029170919038;-0.5366935786304872;2.3395991110575056;0.5942124516027998;0.02384538134428884;-1.4503808951341157;-2.329584806840206;-2.3042518537757193;-1.303992783775654;-1.5285413970815478
10;0.3637745223938139;0.787103285525101;1.0431179709552323;-0.39080596765435904;0.25843927168554376;0.7106923290355424;-0.03108750472408124;0.28911815315697326;0.743504809009544;2.9035346555869497;1.703953028115681;0.35695043434344514;-0.29750642466138966;-0.892828884485087;-1.6461556363064347;-0.8548072736118145;2.812243928035373;1.6049989259651232;0.598986993961458;-0.5249978407228547;-1.4626491924700935;-1.7138766886259924;-0.8287445156973834;-0.9358263624023136
